,Food_code,Main_food_description,novaclass,SR code,SR description,Acceptable List?,Notes
0,11000000,"Milk, human",1,1107,"Milk, human, mature, fluid",Yes,
1,11100000,"Milk, NFS",1,1077,"Milk, whole, 3.25% milkfat, with added vitamin D",Yes,
2,11100000,"Milk, NFS",1,1079,"Milk, reduced fat, fluid, 2% milkfat, with added vitamin A and vitamin D",Yes,
3,11100000,"Milk, NFS",1,1082,"Milk, lowfat, fluid, 1% milkfat, with added vitamin A and vitamin D",Yes,
4,11100000,"Milk, NFS",1,1085,"Milk, nonfat, fluid, with added vitamin A and vitamin D (fat free or skim)",Yes,
5,11111000,"Milk, cow's, fluid, whole",1,1077,"Milk, whole, 3.25% milkfat, with added vitamin D",Yes,
6,11111100,"Milk, cow's, fluid, whole, low-sodium",1,1089,"Milk, low sodium, fluid",Yes,
7,11111150,"Milk, calcium fortified, cow's, fluid, whole",1,1077,"Milk, whole, 3.25% milkfat, with added vitamin D",Yes,
8,11111150,"Milk, calcium fortified, cow's, fluid, whole",1,42062,Added calcium,Yes,
9,11111160,"Milk, calcium fortified, cow's, fluid, 1% fat",1,1082,"Milk, lowfat, fluid, 1% milkfat, with added vitamin A and vitamin D",Yes,
10,11111160,"Milk, calcium fortified, cow's, fluid, 1% fat",1,42062,Added calcium,Yes,
11,11111170,"Milk, calcium fortified, cow's, fluid, skim or nonfat",1,42290,"Milk, fluid, nonfat, calcium fortified (fat free or skim)",Yes,
12,11112110,"Milk, cow's, fluid, 2% fat",1,1079,"Milk, reduced fat, fluid, 2% milkfat, with added vitamin A and vitamin D",Yes,
13,11112120,"Milk, cow's, fluid, acidophilus, 1% fat",1,1082,"Milk, lowfat, fluid, 1% milkfat, with added vitamin A and vitamin D",Yes,
14,11112130,"Milk, cow's, fluid, acidophilus, 2% fat",1,1079,"Milk, reduced fat, fluid, 2% milkfat, with added vitamin A and vitamin D",Yes,
15,11112210,"Milk, cow's, fluid, 1% fat",1,1082,"Milk, lowfat, fluid, 1% milkfat, with added vitamin A and vitamin D",Yes,
16,11113000,"Milk, cow's, fluid, skim or nonfat, 0.5% or less butterfat",1,1085,"Milk, nonfat, fluid, with added vitamin A and vitamin D (fat free or skim)",Yes,
17,11114000,"Milk, cow's, fluid, filled with vegetable oil, NS as to percent fat",1,1060,"Milk, filled, fluid, with lauric acid oil",No,
18,11114100,"Milk, cow's, fluid, filled with vegetable oil, whole",1,1060,"Milk, filled, fluid, with lauric acid oil",No,
19,11114200,"Milk, cow's, fluid, filled with vegetable oil, lowfat",1,1091,"Milk, dry, nonfat, regular, without added vitamin A and vitamin D",Yes,
20,11114200,"Milk, cow's, fluid, filled with vegetable oil, lowfat",1,4047,"Oil, coconut",Yes,
21,11114200,"Milk, cow's, fluid, filled with vegetable oil, lowfat",1,14429,"Water, tap, municipal",Yes,
22,11114300,"Milk, cow's, fluid, lactose reduced, 1% fat",1,1082,"Milk, lowfat, fluid, 1% milkfat, with added vitamin A and vitamin D",Yes,
23,11114310,"Milk, cow's, fluid, lactose reduced, 1% fat, fortified with calcium",1,1082,"Milk, lowfat, fluid, 1% milkfat, with added vitamin A and vitamin D",Yes,
24,11114310,"Milk, cow's, fluid, lactose reduced, 1% fat, fortified with calcium",1,42062,Added calcium,Yes,
25,11114320,"Milk, cow's, fluid, lactose reduced, nonfat",1,1085,"Milk, nonfat, fluid, with added vitamin A and vitamin D (fat free or skim)",Yes,
26,11114321,"Milk, cow's, fluid, lactose reduced, nonfat, fortified with calcium",1,42290,"Milk, fluid, nonfat, calcium fortified (fat free or skim)",Yes,
27,11114330,"Milk, cow's, fluid, lactose reduced, 2% fat",1,1079,"Milk, reduced fat, fluid, 2% milkfat, with added vitamin A and vitamin D",Yes,
28,11114350,"Milk, cow's, fluid, lactose reduced, whole",1,1077,"Milk, whole, 3.25% milkfat, with added vitamin D",Yes,
29,11115000,"Buttermilk, fluid, nonfat",1,1088,"Milk, buttermilk, fluid, cultured, lowfat",Yes,
30,11115100,"Buttermilk, fluid, 1% fat",1,1088,"Milk, buttermilk, fluid, cultured, lowfat",Yes,
31,11115200,"Buttermilk, fluid, 2% fat",1,42189,"Milk, buttermilk, fluid, cultured, reduced fat",Yes,
32,11115300,"Buttermilk, fluid, whole",1,1230,"Milk, buttermilk, fluid, whole",Yes,
33,11116000,"Milk, goat's, fluid, whole",1,1106,"Milk, goat, fluid, with added vitamin D",Yes,
34,11120000,"Milk, dry, reconstituted, NFS",1,1092,"Milk, dry, nonfat, instant, with added vitamin A and vitamin D",Yes,
35,11120000,"Milk, dry, reconstituted, NFS",1,14411,"Water, tap, drinking",Yes,
36,11121100,"Milk, dry, reconstituted, whole",1,1090,"Milk, dry, whole, with added vitamin D",Yes,
37,11121100,"Milk, dry, reconstituted, whole",1,14411,"Water, tap, drinking",Yes,
38,11121210,"Milk, dry, reconstituted, lowfat",1,1092,"Milk, dry, nonfat, instant, with added vitamin A and vitamin D",Yes,
39,11121210,"Milk, dry, reconstituted, lowfat",1,14411,"Water, tap, drinking",Yes,
40,11121210,"Milk, dry, reconstituted, lowfat",1,1003,"Butter oil, anhydrous",Yes,
41,11121300,"Milk, dry, reconstituted, nonfat",1,1092,"Milk, dry, nonfat, instant, with added vitamin A and vitamin D",Yes,
42,11121300,"Milk, dry, reconstituted, nonfat",1,14411,"Water, tap, drinking",Yes,
43,11122000,"Buttermilk, dry, reconstituted",1,1094,"Milk, buttermilk, dried",Yes,
44,11122000,"Buttermilk, dry, reconstituted",1,14411,"Water, tap, drinking",Yes,
45,11210050,"Milk, evaporated, NS as to fat content (formerly NS as to dilution, used in coffee or tea, assume undiluted)",2,1096,"Milk, canned, evaporated, with added vitamin D and without added vitamin A",Yes,
46,11211050,"Milk, evaporated, whole (formerly NS as to dilution, used in coffee or tea)",2,1096,"Milk, canned, evaporated, with added vitamin D and without added vitamin A",Yes,
47,11211400,"Milk, evaporated, 2% fat (formerly NS as to dilution)",2,1003,"Butter oil, anhydrous",Yes,
48,11211400,"Milk, evaporated, 2% fat (formerly NS as to dilution)",2,1097,"Milk, canned, evaporated, nonfat, with added vitamin A and vitamin D",Yes,
49,11212050,"Milk, evaporated, skim (formerly NS as to dilution, used in coffee or tea)",2,1097,"Milk, canned, evaporated, nonfat, with added vitamin A and vitamin D",Yes,
50,11220000,"Milk, condensed, sweetened (formerly NS as to dilution)",3,1095,"Milk, canned, condensed, sweetened",Yes,
51,11320000,"Milk, soy, ready-to-drink, not baby's",4,16139,"Soymilk, original and vanilla, with added calcium, vitamins A and D",Yes,
52,11320000,"Milk, soy, ready-to-drink, not baby's",4,16120,"Soymilk, original and vanilla, unfortified",Yes,
53,11320100,"Milk, soy, light, ready-to-drink, not baby's",4,16225,"Soymilk, original and vanilla, light, with added calcium, vitamins A and D",Yes,
54,11320200,"Milk, soy, nonfat, ready-to-drink, not baby's",4,16230,"Soymilk (all flavors), nonfat, with added calcium, vitamins A and D",Yes,
55,11321000,"Milk, soy, ready-to-drink, not baby's, chocolate",4,16168,"Soymilk, chocolate, with added calcium, vitamins A and D",No,
56,11321000,"Milk, soy, ready-to-drink, not baby's, chocolate",4,16166,"Soymilk, chocolate, unfortified",No,
57,11321100,"Milk, soy, light, ready-to-drink, not baby's, chocolate",4,16227,"Soymilk, chocolate and other flavors, light, with added calcium, vitamins A and D",No,
58,11321200,"Milk, soy, nonfat, ready-to-drink, not baby's, chocolate",4,16231,"Soymilk, chocolate, nonfat, with added calcium, vitamins A and D",No,
59,11340000,"Milk, imitation, fluid, non-soy, sweetened, flavors other than chocolate",4,43543,"Milk, imitation, non-soy",No,
60,11410000,"Yogurt, NS as to type of milk or flavor",4,1120,"Yogurt, fruit, low fat, 9 grams protein per 8 ounce",No,
61,11410000,"Yogurt, NS as to type of milk or flavor",4,1216,"Yogurt, fruit, low fat, 9 grams protein per 8 ounce, fortified with vitamin D",No,
62,11411010,"Yogurt, plain, NS as to type of milk",1,1117,"Yogurt, plain, low fat, 12 grams protein per 8 ounce",Yes,
63,11411100,"Yogurt, plain, whole milk",1,1116,"Yogurt, plain, whole milk, 8 grams protein per 8 ounce",Yes,
64,11411200,"Yogurt, plain, lowfat milk",1,1117,"Yogurt, plain, low fat, 12 grams protein per 8 ounce",Yes,
65,11411300,"Yogurt, plain, nonfat milk",1,1118,"Yogurt, plain, skim milk, 13 grams protein per 8 ounce",Yes,
66,11420000,"Yogurt, vanilla, lemon, or coffee flavor, NS as to type of milk",4,1119,"Yogurt, vanilla, low fat, 11 grams protein per 8 ounce",No,
67,11420000,"Yogurt, vanilla, lemon, or coffee flavor, NS as to type of milk",4,1220,"Yogurt, vanilla, low fat, 11 grams protein per 8 ounce, fortified with vitamin D",No,
68,11421000,"Yogurt, vanilla, lemon, or coffee flavor, whole milk",4,1119,"Yogurt, vanilla, low fat, 11 grams protein per 8 ounce",No,
69,11421000,"Yogurt, vanilla, lemon, or coffee flavor, whole milk",4,1003,"Butter oil, anhydrous",No,
70,11421000,"Yogurt, vanilla, lemon, or coffee flavor, whole milk",4,1220,"Yogurt, vanilla, low fat, 11 grams protein per 8 ounce, fortified with vitamin D",No,
71,11422000,"Yogurt, vanilla, lemon, maple, or coffee flavor, lowfat milk",4,1119,"Yogurt, vanilla, low fat, 11 grams protein per 8 ounce",No,
72,11422000,"Yogurt, vanilla, lemon, maple, or coffee flavor, lowfat milk",4,1220,"Yogurt, vanilla, low fat, 11 grams protein per 8 ounce, fortified with vitamin D",No,
73,11422100,"Yogurt, vanilla, lemon, maple, or coffee flavor, lowfat milk, sweetened with low calorie sweetener",4,1231,"Yogurt, vanilla flavor, lowfat milk, sweetened with low calorie sweetener",No,
74,11423000,"Yogurt, vanilla, lemon, maple, or coffee flavor, nonfat milk",4,1118,"Yogurt, plain, skim milk, 13 grams protein per 8 ounce",No,
75,11423000,"Yogurt, vanilla, lemon, maple, or coffee flavor, nonfat milk",4,19335,"Sugars, granulated",No,
76,11423000,"Yogurt, vanilla, lemon, maple, or coffee flavor, nonfat milk",4,1221,"Yogurt, vanilla or lemon flavor, nonfat milk, sweetened with low-calorie sweetener, fortified with vitamin D",No,
77,11424000,"Yogurt, vanilla, lemon, maple, or coffee flavor, nonfat milk, sweetened with low calorie sweetener",4,1184,"Yogurt, vanilla or lemon flavor, nonfat milk, sweetened with low-calorie sweetener",No,
78,11424000,"Yogurt, vanilla, lemon, maple, or coffee flavor, nonfat milk, sweetened with low calorie sweetener",4,1221,"Yogurt, vanilla or lemon flavor, nonfat milk, sweetened with low-calorie sweetener, fortified with vitamin D",No,
79,11425000,"Yogurt, chocolate, NS as to type of milk",4,1187,"Yogurt, chocolate, nonfat milk",No,
80,11425000,"Yogurt, chocolate, NS as to type of milk",4,1222,"Yogurt, chocolate, nonfat milk, fortified with vitamin D",No,
81,11426000,"Yogurt, chocolate, whole milk",4,1187,"Yogurt, chocolate, nonfat milk",No,
82,11426000,"Yogurt, chocolate, whole milk",4,1003,"Butter oil, anhydrous",No,
83,11426000,"Yogurt, chocolate, whole milk",4,1222,"Yogurt, chocolate, nonfat milk, fortified with vitamin D",No,
84,11427000,"Yogurt, chocolate, nonfat milk",4,1187,"Yogurt, chocolate, nonfat milk",No,
85,11427000,"Yogurt, chocolate, nonfat milk",4,1222,"Yogurt, chocolate, nonfat milk, fortified with vitamin D",No,
86,11430000,"Yogurt, fruit variety, NS as to type  of milk",4,1121,"Yogurt, fruit, low fat, 10 grams protein per 8 ounce",No,
87,11430000,"Yogurt, fruit variety, NS as to type  of milk",4,1217,"Yogurt, fruit, low fat, 10 grams protein per 8 ounce, fortified with vitamin D",No,
88,11431000,"Yogurt, fruit variety, whole milk",4,1121,"Yogurt, fruit, low fat, 10 grams protein per 8 ounce",No,
89,11431000,"Yogurt, fruit variety, whole milk",4,1003,"Butter oil, anhydrous",No,
90,11431000,"Yogurt, fruit variety, whole milk",4,1217,"Yogurt, fruit, low fat, 10 grams protein per 8 ounce, fortified with vitamin D",No,
91,11432000,"Yogurt, fruit variety, lowfat milk",4,1121,"Yogurt, fruit, low fat, 10 grams protein per 8 ounce",No,
92,11432000,"Yogurt, fruit variety, lowfat milk",4,1217,"Yogurt, fruit, low fat, 10 grams protein per 8 ounce, fortified with vitamin D",No,
93,11432500,"Yogurt, fruit variety, lowfat milk, sweetened with low-calorie sweetener",4,1203,"Yogurt, fruit, lowfat, with low calorie sweetener",No,
94,11432500,"Yogurt, fruit variety, lowfat milk, sweetened with low-calorie sweetener",4,1219,"Yogurt, fruit, lowfat, with low calorie sweetener, fortified with vitamin D",No,
95,11433000,"Yogurt, fruit variety, nonfat milk",4,43261,"Yogurt, fruit variety, nonfat",No,
96,11433000,"Yogurt, fruit variety, nonfat milk",4,1218,"Yogurt, fruit variety, nonfat, fortified with vitamin D",No,
97,11433500,"Yogurt, fruit variety, nonfat milk, sweetened with low-calorie sweetener",4,1118,"Yogurt, plain, skim milk, 13 grams protein per 8 ounce",Yes,
98,11433500,"Yogurt, fruit variety, nonfat milk, sweetened with low-calorie sweetener",4,9318,"Strawberries, frozen, unsweetened",Yes,
99,11433500,"Yogurt, fruit variety, nonfat milk, sweetened with low-calorie sweetener",4,1221,"Yogurt, vanilla or lemon flavor, nonfat milk, sweetened with low-calorie sweetener, fortified with vitamin D",Yes,
100,11444000,"Yogurt, fruit and nuts, NS as to type of milk",4,1121,"Yogurt, fruit, low fat, 10 grams protein per 8 ounce",No,
101,11444000,"Yogurt, fruit and nuts, NS as to type of milk",4,12142,"Nuts, pecans",No,
102,11444000,"Yogurt, fruit and nuts, NS as to type of milk",4,1217,"Yogurt, fruit, low fat, 10 grams protein per 8 ounce, fortified with vitamin D",No,
103,11445000,"Yogurt, fruit and nuts, lowfat milk",4,1121,"Yogurt, fruit, low fat, 10 grams protein per 8 ounce",No,
104,11445000,"Yogurt, fruit and nuts, lowfat milk",4,12142,"Nuts, pecans",No,
105,11445000,"Yogurt, fruit and nuts, lowfat milk",4,1217,"Yogurt, fruit, low fat, 10 grams protein per 8 ounce, fortified with vitamin D",No,
106,11446000,Fruit and lowfat yogurt parfait,4,21463,"Yogurt parfait, lowfat, with fruit and granola",No,
107,11459990,"Yogurt, frozen, NS as to flavor, NS as to type of milk",4,1117,"Yogurt, plain, low fat, 12 grams protein per 8 ounce",Yes,
107,11459990,"Yogurt, frozen, NS as to flavor, NS as to type of milk",4,19335,"Sugars, granulated",Yes,
108,11459990,"Yogurt, frozen, NS as to flavor, NS as to type of milk",4,1117,"Yogurt, plain, low fat, 12 grams protein per 8 ounce",Yes,
108,11459990,"Yogurt, frozen, NS as to flavor, NS as to type of milk",4,19335,"Sugars, granulated",Yes,
108,11459990,"Yogurt, frozen, NS as to flavor, NS as to type of milk",4,19166,"Cocoa, dry powder, unsweetened, processed with alkali",Yes,
109,11460000,"Yogurt, frozen, flavors other than chocolate, NS as to type of milk",4,42187,"Frozen yogurts, flavors other than chocolate",No,
110,11460100,"Yogurt, frozen, chocolate, NS as to type of milk",4,42186,"Frozen yogurts, chocolate",No,
111,11460150,"Yogurt, frozen, NS as to flavor, lowfat milk",4,1117,"Yogurt, plain, low fat, 12 grams protein per 8 ounce",Yes,
111,11460150,"Yogurt, frozen, NS as to flavor, lowfat milk",4,19335,"Sugars, granulated",Yes,
112,11460150,"Yogurt, frozen, NS as to flavor, lowfat milk",4,1117,"Yogurt, plain, low fat, 12 grams protein per 8 ounce",Yes,
112,11460150,"Yogurt, frozen, NS as to flavor, lowfat milk",4,19335,"Sugars, granulated",Yes,
112,11460150,"Yogurt, frozen, NS as to flavor, lowfat milk",4,19166,"Cocoa, dry powder, unsweetened, processed with alkali",Yes,
113,11460160,"Yogurt, frozen, chocolate, lowfat milk",4,1117,"Yogurt, plain, low fat, 12 grams protein per 8 ounce",Yes,
114,11460160,"Yogurt, frozen, chocolate, lowfat milk",4,19335,"Sugars, granulated",Yes,
115,11460160,"Yogurt, frozen, chocolate, lowfat milk",4,19166,"Cocoa, dry powder, unsweetened, processed with alkali",Yes,
116,11460170,"Yogurt, frozen, flavors other than chocolate, lowfat milk",4,1117,"Yogurt, plain, low fat, 12 grams protein per 8 ounce",Yes,
117,11460170,"Yogurt, frozen, flavors other than chocolate, lowfat milk",4,19335,"Sugars, granulated",Yes,
118,11460190,"Yogurt, frozen, NS as to flavor, nonfat milk",4,1118,"Yogurt, plain, skim milk, 13 grams protein per 8 ounce",No,
119,11460190,"Yogurt, frozen, NS as to flavor, nonfat milk",4,19335,"Sugars, granulated",No,
120,11460190,"Yogurt, frozen, NS as to flavor, nonfat milk",4,42185,"Frozen yogurts, chocolate, nonfat milk, sweetened without sugar",No,
121,11460200,"Yogurt, frozen, chocolate, nonfat milk",4,42185,"Frozen yogurts, chocolate, nonfat milk, sweetened without sugar",No,
122,11460250,"Yogurt, frozen, flavors other than chocolate, with sorbet or sorbet-coated",4,19088,"Ice creams, vanilla, light (formerly Ice milk, vanilla)",No,
123,11460250,"Yogurt, frozen, flavors other than chocolate, with sorbet or sorbet-coated",4,19263,"Frozen novelties, fruit and juice bars",No,
124,11460300,"Yogurt, frozen, flavors other than chocolate, nonfat milk",4,1243,"Fat free ice cream, no sugar added, flavors other than chocolate",No,
125,11460400,"Yogurt, frozen, chocolate, nonfat milk, with low-calorie sweetener",4,42185,"Frozen yogurts, chocolate, nonfat milk, sweetened without sugar",No,
126,11460410,"Yogurt, frozen, flavors other than chocolate, nonfat milk, with low-calorie sweetener",4,1235,"Yogurt, frozen, flavors not chocolate, nonfat milk, with low-calorie sweetener",No,
127,11460420,"Yogurt, frozen, NS as to flavor, whole milk",4,42186,"Frozen yogurts, chocolate",No,
128,11460420,"Yogurt, frozen, NS as to flavor, whole milk",4,42187,"Frozen yogurts, flavors other than chocolate",No,
129,11460430,"Yogurt, frozen, chocolate, whole milk",4,42186,"Frozen yogurts, chocolate",No,
130,11460440,"Yogurt, frozen, flavors other than chocolate, whole milk",4,42187,"Frozen yogurts, flavors other than chocolate",No,
131,11461000,"Yogurt, frozen, chocolate-coated",4,19293,"Frozen yogurts, vanilla, soft-serve",Yes,
132,11461000,"Yogurt, frozen, chocolate-coated",4,4659,"Oil, industrial, coconut, confection fat, typical basis for ice cream coatings",Yes,
133,11461000,"Yogurt, frozen, chocolate-coated",4,19335,"Sugars, granulated",Yes,
134,11461000,"Yogurt, frozen, chocolate-coated",4,19860,"Cocoa, dry powder, hi-fat or breakfast, processed with alkali",Yes,
135,11461100,"Yogurt, frozen, carob-coated",4,19293,"Frozen yogurts, vanilla, soft-serve",No,
136,11461100,"Yogurt, frozen, carob-coated",4,19071,"Candies, carob, unsweetened",No,
137,11461200,"Yogurt, frozen, sandwich",4,19293,"Frozen yogurts, vanilla, soft-serve",Yes,
138,11461200,"Yogurt, frozen, sandwich",4,20481,"Wheat flour, white, all-purpose, unenriched",Yes,
139,11461200,"Yogurt, frozen, sandwich",4,19335,"Sugars, granulated",Yes,
140,11461200,"Yogurt, frozen, sandwich",4,4651,"Oil, industrial, soy (partially hydrogenated), multiuse for non-dairy butter flavor",Yes,
141,11461250,"Yogurt, frozen, cone, chocolate",4,18272,"Ice cream cones, sugar, rolled-type",No,
142,11461250,"Yogurt, frozen, cone, chocolate",4,19293,"Frozen yogurts, vanilla, soft-serve",No,
143,11461250,"Yogurt, frozen, cone, chocolate",4,19078,"Baking chocolate, unsweetened, squares",No,
144,11461260,"Yogurt, frozen, cone, flavors other than chocolate",4,18272,"Ice cream cones, sugar, rolled-type",No,
145,11461260,"Yogurt, frozen, cone, flavors other than chocolate",4,19293,"Frozen yogurts, vanilla, soft-serve",No,
146,11461270,"Yogurt, frozen, cone, flavors other than chocolate, lowfat milk",4,1117,"Yogurt, plain, low fat, 12 grams protein per 8 ounce",No,
147,11461270,"Yogurt, frozen, cone, flavors other than chocolate, lowfat milk",4,18271,"Ice cream cones, cake or wafer-type",No,
148,11461280,"Yogurt, frozen, cone, chocolate, lowfat milk",4,18271,"Ice cream cones, cake or wafer-type",No,
149,11461280,"Yogurt, frozen, cone, chocolate, lowfat milk",4,1117,"Yogurt, plain, low fat, 12 grams protein per 8 ounce",No,
149,11461280,"Yogurt, frozen, cone, chocolate, lowfat milk",4,19335,"Sugars, granulated",No,
149,11461280,"Yogurt, frozen, cone, chocolate, lowfat milk",4,19166,"Cocoa, dry powder, unsweetened, processed with alkali",No,
150,11480010,"Yogurt, whole milk, baby food",4,1116,"Yogurt, plain, whole milk, 8 grams protein per 8 ounce",NA,
151,11480020,"Yogurt, whole milk, baby food, with fruit and multigrain cereal puree, NFS",4,3965,"Babyfood, yogurt, whole milk, with fruit, multigrain cereal and added iron",NA,
152,11480020,"Yogurt, whole milk, baby food, with fruit and multigrain cereal puree, NFS",4,3956,"Babyfood, yogurt, whole milk, with fruit, multigrain cereal and added DHA",NA,
153,11480030,"Yogurt, whole milk, baby food, with fruit and multigrain cereal puree, plus iron",4,3965,"Babyfood, yogurt, whole milk, with fruit, multigrain cereal and added iron",NA,
154,11480040,"Yogurt, whole milk, baby food, with fruit and multigrain cereal puree, plus DHA",4,3956,"Babyfood, yogurt, whole milk, with fruit, multigrain cereal and added DHA",NA,
155,11511100,"Milk, chocolate, whole milk-based",4,1102,"Milk, chocolate, fluid, commercial, whole, with added vitamin A and vitamin D",No,
156,11511200,"Milk, chocolate, reduced fat milk-based, 2% (formerly ""lowfat"")",4,1103,"Milk, chocolate, fluid, commercial, reduced fat, with added vitamin A and vitamin D",No,
157,11511300,"Milk, chocolate, skim milk-based",4,19166,"Cocoa, dry powder, unsweetened, processed with alkali",Yes,
158,11511300,"Milk, chocolate, skim milk-based",4,19335,"Sugars, granulated",Yes,
159,11511300,"Milk, chocolate, skim milk-based",4,1085,"Milk, nonfat, fluid, with added vitamin A and vitamin D (fat free or skim)",Yes,
160,11511400,"Milk, chocolate, lowfat milk-based",4,1104,"Milk, chocolate, fluid, commercial, lowfat, with added vitamin A and vitamin D",No,
161,11519105,"Milk, flavors other than chocolate, reduced fat milk-based",4,14634,"Ready-to-drink reduced fat milk beverage, flavored and sweetened, with added calcium, vitamin A and vitamin D",No,
162,11531000,"Eggnog, made with whole milk",4,1057,Eggnog,No,
163,11541510,"Milk shake, made with skim milk, flavors other than chocolate",4,14411,"Water, tap, drinking",Yes,
164,11541510,"Milk shake, made with skim milk, flavors other than chocolate",4,1091,"Milk, dry, nonfat, regular, without added vitamin A and vitamin D",Yes,
165,11541510,"Milk shake, made with skim milk, flavors other than chocolate",4,1090,"Milk, dry, whole, with added vitamin D",Yes,
166,11541510,"Milk shake, made with skim milk, flavors other than chocolate",4,19863,"Sugars, dextrose, anhydrous",Yes,
167,11541510,"Milk shake, made with skim milk, flavors other than chocolate",4,42066,"Cellulose (Alpha-cellulose, powdered cellulose, and poly-cellulose)",Yes,
168,11542100,"Carry-out milk shake, chocolate",4,14346,"Shake, fast food, chocolate",No,
169,11542200,"Carry-out milk shake, flavors other than chocolate",4,14347,"Shake, fast food, vanilla",No,
170,11560000,"Chocolate-flavored drink, whey- and milk-based",4,43369,"Chocolate-flavored drink, whey and milk based",No,
171,11611000,"Instant breakfast, fluid, canned",4,43205,"Beverage, instant breakfast powder, chocolate, not reconstituted",No,
172,11611000,"Instant breakfast, fluid, canned",4,1077,"Milk, whole, 3.25% milkfat, with added vitamin D",No,
172,11611000,"Instant breakfast, fluid, canned",4,1079,"Milk, reduced fat, fluid, 2% milkfat, with added vitamin A and vitamin D",No,
172,11611000,"Instant breakfast, fluid, canned",4,1082,"Milk, lowfat, fluid, 1% milkfat, with added vitamin A and vitamin D",No,
172,11611000,"Instant breakfast, fluid, canned",4,1085,"Milk, nonfat, fluid, with added vitamin A and vitamin D (fat free or skim)",No,
173,11613000,"Instant breakfast, powder, sweetened with low calorie sweetener, milk added",4,1077,"Milk, whole, 3.25% milkfat, with added vitamin D",No,
173,11613000,"Instant breakfast, powder, sweetened with low calorie sweetener, milk added",4,1079,"Milk, reduced fat, fluid, 2% milkfat, with added vitamin A and vitamin D",No,
173,11613000,"Instant breakfast, powder, sweetened with low calorie sweetener, milk added",4,1082,"Milk, lowfat, fluid, 1% milkfat, with added vitamin A and vitamin D",No,
173,11613000,"Instant breakfast, powder, sweetened with low calorie sweetener, milk added",4,1085,"Milk, nonfat, fluid, with added vitamin A and vitamin D (fat free or skim)",No,
174,11613000,"Instant breakfast, powder, sweetened with low calorie sweetener, milk added",4,43260,"Beverage, instant breakfast powder, chocolate, sugar-free, not reconstituted",No,
175,11622010,"Diet beverage, powder, reconstituted with skim milk",4,43260,"Beverage, instant breakfast powder, chocolate, sugar-free, not reconstituted",No,
176,11622010,"Diet beverage, powder, reconstituted with skim milk",4,1085,"Milk, nonfat, fluid, with added vitamin A and vitamin D (fat free or skim)",No,
177,11623000,"Meal supplement or replacement, commercially prepared, ready-to-drink",4,43262,"Beverage, chocolate, diet, liquid, canned",No,
178,11631000,"High calorie beverage, canned or powdered, reconstituted",4,43264,"Beverage, high calorie, reconstituted or canned",No,
179,11641000,"Meal supplement or replacement, milk-based, high protein, liquid",4,43265,"Nutrient supplement, milk base, high protein, liquid",No,
180,11641020,"Meal replacement or supplement, milk based, ready-to-drink",4,43265,"Nutrient supplement, milk base, high protein, liquid",No,
181,11710000,"Infant formula, NFS",4,3803,"Infant formula, MEAD JOHNSON, ENFAMIL, with iron, ready-to-feed",NA,Baby food
182,11710000,"Infant formula, NFS",4,3850,"Infant formula, ABBOTT NUTRITION, SIMILAC, with iron, ready-to-feed, (formerly ROSS)",NA,Baby food
183,11710000,"Infant formula, NFS",4,3841,"Infant formula, ABBOTT NUTRITION, SIMILAC, ISOMIL, with iron, ready-to-feed, (formerly ROSS)",NA,Baby food
184,11710000,"Infant formula, NFS",4,3823,"Infant formula, MEAD JOHNSON, PROSOBEE, with iron, ready-to-feed",NA,Baby food
185,11710000,"Infant formula, NFS",4,3800,"Infant formula, NESTLE, GOOD START SUPREME, with iron, ready-to-feed",NA,Baby food
186,11710050,"Similac Alimentum, with iron, infant formula, NS as to form",4,3846,"Infant formula, ABBOTT NUTRITION, SIMILAC, ALIMENTUM, with iron, ready-to-feed, (formerly ROSS)",NA,Baby food
187,11710051,"Similac Alimentum, with iron, infant formula, ready-to-feed",4,3846,"Infant formula, ABBOTT NUTRITION, SIMILAC, ALIMENTUM, with iron, ready-to-feed, (formerly ROSS)",NA,Baby food
188,11710053,"Similac Alimentum, with iron, infant formula, prepared from powder",4,3957,"Infant formula, ABBOTT NUTRITION, ALIMENTUM ADVANCE, with iron, powder, not reconstituted, with DHA and ARA (formerly ROSS)",NA,Baby food
189,11710053,"Similac Alimentum, with iron, infant formula, prepared from powder",4,14411,"Water, tap, drinking",NA,Baby food
190,11710060,"Similac Alimentum Advance, with iron, infant formula, NS as to form",4,3935,"Infant formula, ABBOTT NUTRITION, SIMILAC, ALIMENTUM, ADVANCE, ready-to-feed, with ARA and DHA, (formerly ROSS)",NA,Baby food
191,11710061,"Similac Alimentum Advance, with iron, infant formula, ready-to-feed",4,3935,"Infant formula, ABBOTT NUTRITION, SIMILAC, ALIMENTUM, ADVANCE, ready-to-feed, with ARA and DHA, (formerly ROSS)",NA,Baby food
192,11710063,"Similac Alimentum Advance, with iron, infant formula, prepared from powder",4,3935,ready-to-feed form used,NA,Baby food
193,11710100,"Enfamil, low iron, infant formula, NS as to form",4,3806,"Infant formula, MEAD JOHNSON, ENFAMIL, low iron, ready-to-feed",NA,Baby food
194,11710101,"Enfamil, low iron, infant formula, ready-to-feed",4,3806,"Infant formula, MEAD JOHNSON, ENFAMIL, low iron, ready-to-feed",NA,Baby food
195,11710102,"Enfamil, low iron, infant formula, prepared from liquid concentrate",4,3807,"Infant formula, MEAD JOHNSON, ENFAMIL, low iron, liquid concentrate, not reconstituted",NA,Baby food
