,Food_code,Main_food_description,novaclass,SR code,SR description,Acceptable List?,Notes
353,11740313,"Enfamil Nutramigen Lipil, with iron, infant formula, prepared from powder",4,14411,"Water, tap, drinking",NA,Baby food
354,11740400,"Pregestimil, with iron, infant formula, NS as to form",4,3822,"Infant formula, MEAD JOHNSON, PREGESTIMIL, with iron, prepared from powder",NA,Baby food
355,11740403,"Pregestimil, with iron, infant formula, prepared from powder",4,3821,"Infant formula, MEAD JOHNSON, PREGESTIMIL, with iron, powder, not reconstituted",NA,Baby food
356,11740403,"Pregestimil, with iron, infant formula, prepared from powder",4,14411,"Water, tap, drinking",NA,Baby food
357,11740503,"Similac PM 60/40, low iron, infant formula, prepared from powder",4,3837,"Infant formula, ABBOTT NUTRITION, SIMILAC, PM 60/40, powder, not reconstituted (formerly ROSS)",NA,Baby food
358,11740503,"Similac PM 60/40, low iron, infant formula, prepared from powder",4,14411,"Water, tap, drinking",NA,Baby food
359,11740600,"Portagen, with iron, infant formula, NS as to form",4,3820,"Child formula, MEAD JOHNSON, PORTAGEN, with iron, prepared from powder (formerly Infant formula, MEAD JOHNSON, PORTAGEN, with iron, prepared from powder)",NA,Baby food
360,11740603,"Portagen, with iron, infant formula, prepared from powder",4,3819,"Child formula, MEAD JOHNSON, PORTAGEN, with iron, powder, not reconstituted",NA,Baby food
361,11740603,"Portagen, with iron, infant formula, prepared from powder",4,14411,"Water, tap, drinking",NA,Baby food
362,11810000,"Milk, dry, not reconstituted, NS as to whole, lowfat, or nonfat",1,1092,"Milk, dry, nonfat, instant, with added vitamin A and vitamin D",NA,Baby food
363,11811000,"Milk, dry, whole, not reconstituted",1,1090,"Milk, dry, whole, with added vitamin D",Yes,
364,11812000,"Milk, dry, lowfat, not reconstituted",1,1092,"Milk, dry, nonfat, instant, with added vitamin A and vitamin D",Yes,
365,11812000,"Milk, dry, lowfat, not reconstituted",1,1003,"Butter oil, anhydrous",Yes,
366,11813000,"Milk, dry, nonfat, not reconstituted",1,1092,"Milk, dry, nonfat, instant, with added vitamin A and vitamin D",Yes,
367,11825000,"Whey, sweet, dry",3,1115,"Whey, sweet, dried",Yes,
368,11830100,"Cocoa (or chocolate) with dry milk and sugar, dry mix, not reconstituted",4,14192,"Cocoa mix, powder",No,
369,11830110,"Cocoa powder with nonfat dry milk and low calorie sweetener, dry mix, not reconstituted",4,14196,"Cocoa mix, no sugar added, powder",No,
370,11830120,"Cocoa, whey, and low calorie sweetener, fortified, dry mix, not reconstituted",4,14538,"Cocoa mix, with aspartame, low calorie, powder, with added calcium phosphorus, without added sodium or vitamin A",No,
371,11830140,"Chocolate, instant, dry mix, fortified with vitamins and minerals, not reconstituted, Puerto Rican style",4,14315,"Malted drink mix, chocolate, with added nutrients, powder",No,
372,11830150,"Cocoa powder, not reconstituted (no dry milk)",2,19165,"Cocoa, dry powder, unsweetened",Yes,
373,11830160,"Cocoa (or chocolate) flavored beverage powder with sugar, dry mix, not reconstituted",4,14175,"Chocolate-flavor beverage mix for milk, powder, without added nutrients",No,
374,11830160,"Cocoa (or chocolate) flavored beverage powder with sugar, dry mix, not reconstituted",4,14557,"Chocolate-flavor beverage mix for milk, powder, with added nutrients",No,
375,11830170,"Cocoa, whey, and low-calorie sweetener mixture, not reconstituted",4,14196,"Cocoa mix, no sugar added, powder",Yes,
376,11830210,"Milk, malted, dry mix, fortified, not reconstituted, flavors other than chocolate",4,14309,"Malted drink mix, natural, with added nutrients, powder",No,
377,11830260,"Milk, malted, dry mix, fortified, not reconstituted, chocolate",4,14315,"Malted drink mix, chocolate, with added nutrients, powder",No,
378,11830400,"Milk beverage, powder, dry mix, not reconstituted, flavors other than chocolate",4,14350,"Strawberry-flavor beverage mix, powder",No,
379,11830550,"Milk beverage, powder, with nonfat dry milk and low calorie sweetener, dry mix, not reconstituted, flavors other than chocolate",4,43078,"Beverage, milkshake mix, dry, not chocolate",No,
380,11830800,"Instant breakfast, powder, not reconstituted",4,43205,"Beverage, instant breakfast powder, chocolate, not reconstituted",No,
381,11830810,"Instant breakfast, powder, sweetened with low calorie sweetener, not reconstituted",4,43260,"Beverage, instant breakfast powder, chocolate, sugar-free, not reconstituted",No,
382,11830900,"Protein supplement, milk-based, powdered, not reconstituted",4,43266,"Protein supplement, milk base, powdered",No,
383,11830940,"Meal replacement, high protein, milk based, fruit juice mixable formula, powdered, not reconstituted",4,42223,"Meal replacement, high protein, milk based, fruit juice mixable formula, powder, not reconstituted",No,
384,11830970,"Meal replacement, protein type, milk-based, powdered, not reconstituted",4,43207,"Meal replacement, protein type, milk base, powdered",No,
385,11830990,"Nutrient supplement, milk-based, powdered, not reconstituted",4,43291,"Nutrient supplement, milk base, powder",No,
386,11831500,"Nutrient supplement, milk-based, high protein, powdered, not reconstituted",4,42191,"Nutrient supplement, milk-based, chocolate, high protein, powdered, not reconstituted",No,
387,11832000,"Meal replacement, protein type, milk- and soy-based, powdered, not reconstituted",4,42156,"Meal replacement, protein type, milk- and soy-based, powdered, not reconstituted",No,
388,11836000,"Protein supplement, milk-based, Muscle Milk, powdered, not reconstituted",4,1223,"Protein supplement, milk based, Muscle Milk, powder",No,
389,11836100,"Protein supplement, milk-based, Muscle Milk Light, powdered, not reconstituted",4,1224,"Protein supplement, milk based, Muscle Milk Light, powder",No,
390,12100100,"Cream, NS as to light, heavy, or half and half",2,1049,"Cream, fluid, half and half",Yes,
391,12110100,"Cream, light, fluid",2,1050,"Cream, fluid, light (coffee cream or table cream)",Yes,
392,12110300,"Cream, light, whipped, unsweetened",4,1052,"Cream, fluid, light whipping",Yes,
393,12120100,"Cream, half and half",2,1049,"Cream, fluid, half and half",Yes,
394,12120105,"Cream, half and half, low fat",4,1049,"Cream, fluid, half and half",Yes,
395,12120105,"Cream, half and half, low fat",4,1199,"Cream, half and half, fat free",Yes,
396,12120110,"Cream, half and half, fat free",4,1199,"Cream, half and half, fat free",Yes,
397,12130100,"Cream, heavy, fluid",4,1053,"Cream, fluid, heavy whipping",Yes,
398,12130200,"Cream, heavy, whipped, unsweetened",4,1053,"Cream, fluid, heavy whipping",Yes,
399,12140000,"Cream, heavy, whipped, sweetened",4,1053,"Cream, fluid, heavy whipping",Yes,
400,12140000,"Cream, heavy, whipped, sweetened",4,19336,"Sugars, powdered",Yes,
401,12140100,"Cream, whipped, pressurized container",4,1054,"Cream, whipped, cream topping, pressurized",Yes,
402,12140105,"Cream, whipped, pressurized container, light",4,1054,"Cream, whipped, cream topping, pressurized",Yes,
403,12140110,"Whipped topping, dairy based, fat free, pressurized container",4,1200,Reddi Wip Fat Free Whipped Topping,No,
404,12200100,"Cream substitute, NS as to frozen, liquid, or powdered",4,1067,"Cream substitute, liquid, with hydrogenated vegetable oil and soy protein",No,
405,12210100,"Cream substitute, frozen",4,1067,"Cream substitute, liquid, with hydrogenated vegetable oil and soy protein",No,
406,12210200,"Cream substitute, liquid",4,1067,"Cream substitute, liquid, with hydrogenated vegetable oil and soy protein",No,
407,12210210,"Cream substitute, flavored, liquid",4,1205,"Cream substitute, flavored, liquid",No,
408,12210250,"Cream substitute, light, liquid",4,42141,"Cream substitute, liquid, light",No,
409,12210255,"Cream substitute, light, flavored, liquid",4,42141,"Cream substitute, liquid, light",No,
410,12210260,"Cream substitute, fat free, liquid",4,42141,"Cream substitute, liquid, light",No,
411,12210270,"Cream substitute, fat free, flavored, liquid",4,42141,"Cream substitute, liquid, light",No,
412,12210305,"Cream substitute, sugar free, liquid",4,1067,"Cream substitute, liquid, with hydrogenated vegetable oil and soy protein",No,
413,12210310,"Cream substitute, sugar free, flavored, liquid",4,1205,"Cream substitute, flavored, liquid",No,
414,12210400,"Cream substitute, powdered",4,1069,"Cream substitute, powdered",No,
415,12210410,"Cream substitute, light, powdered",4,42136,"Cream substitute, powdered, light",No,
416,12210420,"Cream substitute, flavored, powdered",4,1206,"Cream substitute, flavored, powdered",No,
417,12210430,"Cream substitute, fat free, powder",4,42136,"Cream substitute, powdered, light",No,
418,12210440,"Cream substitute, fat free, flavored, powder",4,42136,"Cream substitute, powdered, light",No,
419,12210500,"Cream substitute, sugar free, powder",4,1069,"Cream substitute, powdered",No,
420,12210505,"Cream substitute, sugar free, flavored, powder",4,1206,"Cream substitute, flavored, powdered",No,
421,12220000,"Whipped topping, nondairy, NS as to canned, frozen, or made from powdered mix",4,1073,"Dessert topping, semi solid, frozen",No,
422,12220100,"Whipped topping, nondairy, pressurized can",4,1072,"Dessert topping, pressurized",No,
423,12220200,"Whipped topping, nondairy, frozen",4,1073,"Dessert topping, semi solid, frozen",No,
424,12220250,"Whipped topping, nondairy, frozen, lowfat",4,42135,"Whipped topping, frozen, low fat",No,
425,12220270,"Whipped topping, nondairy, frozen, fat free",4,1200,Reddi Wip Fat Free Whipped Topping,No,
426,12220280,"Whipped topping, nondairy, frozen, sugar free",4,42135,"Whipped topping, frozen, low fat",No,
427,12220300,"Whipped cream substitute, nondairy, made from powdered mix",4,1071,"Dessert topping, powdered, 1.5 ounce prepared with 1/2 cup milk",No,
428,12220400,"Whipped cream substitute, nondairy, lowfat, low sugar, made from powdered mix",4,43268,"Whipped cream substitute, dietetic, made from powdered mix",No,
429,12310100,Sour cream,2,1056,"Cream, sour, cultured",Yes,
430,12310300,"Sour cream, reduced fat",4,1178,"Sour cream, reduced fat",Yes,
431,12310350,"Sour cream, light",4,1179,"Sour cream, light",Yes,
432,12310370,"Sour cream, fat free",4,1180,"Sour cream, fat free",Yes,
433,12320100,"Sour cream, imitation (nondairy)",4,1074,"Sour cream, imitation, cultured",No,
434,12320200,"Sour cream, filled, sour dressing, nonbutterfat",4,1058,"Sour dressing, non-butterfat, cultured, filled cream-type",No,
435,13110000,"Ice cream, NFS",4,19095,"Ice creams, vanilla",No,
436,13110000,"Ice cream, NFS",4,19270,"Ice creams, chocolate",No,
437,13110100,"Ice cream, regular, flavors other than chocolate",4,19095,"Ice creams, vanilla",No,
438,13110110,"Ice cream, regular, chocolate",4,19270,"Ice creams, chocolate",No,
439,13110120,"Ice cream, rich, flavors other than chocolate",4,19089,"Ice creams, vanilla, rich",No,
440,13110130,"Ice cream, rich, chocolate",4,43541,"Ice creams, chocolate, rich",No,
441,13110140,"Ice cream, rich, NS as to flavor",4,19089,"Ice creams, vanilla, rich",No,
442,13110200,"Ice cream, soft serve, flavors other than chocolate",4,19095,"Ice creams, vanilla",No,
443,13110210,"Ice cream, soft serve, chocolate",4,1236,"Ice cream, soft serve, chocolate",No,
444,13110220,"Ice cream, soft serve, NS as to flavor",4,19095,"Ice creams, vanilla",No,
445,13110310,"Ice cream, no sugar added, NS as to flavor",4,19898,"Ice creams, regular, low carbohydrate, vanilla",No,
446,13110320,"Ice cream, no sugar added, flavors other than chocolate",4,19898,"Ice creams, regular, low carbohydrate, vanilla",No,
447,13110330,"Ice cream, no sugar added, chocolate",4,19899,"Ice creams, regular, low carbohydrate, chocolate",No,
448,13120050,"Ice cream bar or stick, not chocolate covered or cake covered",4,19095,"Ice creams, vanilla",No,
449,13120100,"Ice cream bar or stick, chocolate covered",4,1237,"Ice cream, bar or stick, chocolate covered",No,
450,13120110,"Ice cream bar or stick, chocolate or caramel covered, with nuts",4,43506,"Frozen novelties, ice cream type, chocolate or caramel covered, with nuts",No,
451,13120120,"Ice cream bar or stick, rich chocolate ice cream, thick chocolate covering",4,19081,"Candies, sweet chocolate",No,
452,13120120,"Ice cream bar or stick, rich chocolate ice cream, thick chocolate covering",4,43541,"Ice creams, chocolate, rich",No,
453,13120121,"Ice cream bar or stick, rich ice cream, thick chocolate covering",4,19089,"Ice creams, vanilla, rich",No,
454,13120121,"Ice cream bar or stick, rich ice cream, thick chocolate covering",4,19120,"Candies, milk chocolate",No,
